Event_key,country,start_year,start_month,start_day,end_year,end_month,end_day,event_type,total_affected,total_deaths
678,Mexico,2019,2,16,2019,2,16,Assassination,1.0,1.0
679,Mexico,2019,3.0,7.0,2019,3.0,7.0,Transport accident,33.0,23.0
680,Mexico,2019,5.0,29.0,2019,5.0,29.0,Transport accident,30.0,21.0
681,Mexico,2019,6.0,28.0,2019,6.0,28.0,Flood,142.0,2.0
682,Mexico,2019,9.0,30.0,2019,9.0,30.0,Storm,1000.0,2.0
683,Mexico,2019,12.0,18.0,2019,12.0,18.0,Transport accident,12.0,14.0
684,Mexico,2020,6.0,23.0,2020,6.0,23.0,Earthquake,24393.0,10.0
685,Mexico,2020,7.0,25.0,2020,7.0,26.0,Storm,5.0,5.0
686,Mexico,2020,8.0,8.0,2020,8.0,10.0,Flood,5100.0,3.0
687,Mexico,2020,10.0,7.0,2020,10.0,11.0,Storm,0.0,0.0
688,Mexico,2020,11.0,2.0,2020,11.0,4.0,Storm,31.0,31.0
689,Niger,2007,8,21,2007,8,21,Armed Assault,3.0,17.0
690,Niger,2014,10,30,2014,10,30,Armed Assault,6.0,11.0
691,Niger,2015,2,6,2015,2,6,Armed Assault,6.0,57.0
692,Niger,2015,5,7,2015,5,7,Armed Assault,2.0,2.0
693,Niger,2015,6,23,2015,6,23,Armed Assault,4.0,5.0
694,Niger,2015,9,24,2015,9,24,Armed Assault,4.0,15.0
695,Niger,2015,10,28,2015,10,28,Armed Assault,3.0,14.0
696,Niger,2015,11,28,2015,11,28,Armed Assault,2.0,4.0
697,Niger,2016,8,15,2016,8,15,Armed Assault,1.0,5.0
698,Niger,2016,9,2,2016,9,2,Facility/Infrastructure Attack,2.0,5.0
699,Niger,2017,2,22,2017,2,22,Armed Assault,19.0,15.0
700,Niger,2018,11,22,2018,11,22,Hostage Taking (Kidnapping),5.0,8.0
701,Niger,2019,1,28,2019,1,28,Armed Assault,3.0,4.0
702,Niger,2019,2,13,2019,2,13,Armed Assault,1.0,3.0
703,Niger,2019,3,26,2019,3,26,Bombing/Explosion,3.0,6.0
704,Niger,2019,5,3,2019,5,3,Bombing/Explosion,3.0,6.0
705,Sudan,2005,1,24,2005,1,24,Armed Assault,26.0,22.0
706,Sudan,2006,4,13,2006,4,13,Armed Assault,11.0,15.0
707,Sudan,2006,10,19,2006,10,19,Armed Assault,16.0,42.0
708,Sudan,2006,11,12,2006,11,12,Armed Assault,17.0,12.0
709,Sudan,2007,1,8,2007,1,8,Bombing/Explosion,13.0,20.0
710,Sudan,2007,8,31,2007,8,31,Armed Assault,11.0,46.0
711,Sudan,2007,12,13,2007,12,13,Armed Assault,1.0,5.0
712,Sudan,2009,8,12,2009,8,12,Hostage Taking (Kidnapping),3.0,2.0
713,Sudan,2009,12,4,2009,12,4,Armed Assault,3.0,3.0
714,Sudan,2010,10,20,2010,10,20,Armed Assault,1.0,1.0
715,Sudan,2011,8,2,2011,8,2,Bombing/Explosion,7.0,4.0
716,Sudan,2011,10,10,2011,10,10,Bombing/Explosion,5.0,20.0
717,Sudan,2012,1,21,2012,1,21,Hostage Taking (Kidnapping),1.0,1.0
718,Sudan,2012,2,22,2012,2,22,Armed Assault,4.0,6.0
719,Sudan,2012,4,20,2012,4,20,Armed Assault,3.0,1.0
720,Sudan,2012,10,17,2012,10,17,Armed Assault,3.0,1.0
721,Sudan,2013,1,21,2013,1,21,Armed Assault,1.0,2.0
722,Sudan,2013,3,18,2013,3,18,Armed Assault,3.0,3.0
723,Sudan,2013,4,24,2013,4,24,Armed Assault,6.0,3.0
724,Sudan,2013,6,14,2013,6,14,Bombing/Explosion,2.0,1.0
725,Sudan,2013,10,23,2013,10,23,Armed Assault,1.0,1.0
726,Sudan,2013,11,28,2013,11,28,Armed Assault,25.0,5.0
727,Sudan,2014,1,15,2014,1,15,Armed Assault,6.0,2.0
728,Sudan,2014,2,25,2014,2,25,Hostage Taking (Kidnapping),3.0,1.0
729,Sudan,2014,3,16,2014,3,16,Armed Assault,11.0,3.0
730,Sudan,2014,7,25,2014,7,25,Hostage Taking (Kidnapping),1.0,1.0
731,Sudan,2014,9,22,2014,9,22,Armed Assault,30.0,2.0
732,Sudan,2014,11,25,2014,11,25,Armed Assault,10.0,15.0
733,Sudan,2014,12,13,2014,12,13,Armed Assault,6.0,9.0
734,Sudan,2015,3,12,2015,3,12,Armed Assault,11.0,2.0
735,Sudan,2015,4,23,2015,4,23,Armed Assault,3.0,4.0
736,Sudan,2015,5,8,2015,5,8,Hostage Taking (Kidnapping),7.0,3.0
737,Sudan,2015,7,18,2015,7,18,Armed Assault,2.0,1.0
738,Sudan,2015,9,18,2015,9,18,Armed Assault,3.0,4.0
739,Sudan,2015,11,4,2015,11,4,Bombing/Explosion,4.0,2.0
740,Sudan,2016,1,1,2016,1,1,Hostage Taking (Kidnapping),22.0,6.0
741,Sudan,2016,2,13,2016,2,13,Armed Assault,3.0,1.0
742,Sudan,2016,3,23,2016,3,23,Armed Assault,3.0,2.0
743,Sudan,2016,4,3,2016,4,3,Bombing/Explosion,2.0,1.0
744,Sudan,2016,6,20,2016,6,20,Armed Assault,7.0,4.0
745,Sudan,2016,10,18,2016,10,18,Hostage Taking (Kidnapping),5.0,3.0
746,Sudan,2016,11,17,2016,11,17,Armed Assault,2.0,3.0
747,Sudan,2017,3,29,2017,3,29,Armed Assault,4.0,6.0
748,Sudan,2017,4,9,2017,4,9,Armed Assault,1.0,1.0
749,Sudan,2017,5,24,2017,5,24,Armed Assault,20.0,1.0
750,Sudan,2017,9,29,2017,9,29,Hostage Taking (Kidnapping),3.0,2.0
751,Sudan,2017,10,24,2017,10,24,Armed Assault,3.0,3.0
752,United States,2005,1.0,26.0,2005,1.0,26.0,Transport accident,180.0,11.0
753,United States,2005,2.0,17.0,2005,2.0,23.0,Flood,150.0,9.0
754,United States,2005,3.0,23.0,2005,3.0,23.0,Industrial accident,170.0,15.0
755,United States,2005,4.0,1.0,2005,4.0,6.0,Flood,11000.0,2.0
756,United States,2005,5.0,6.0,2005,5.0,8.0,Flood,0.0,0.0
757,United States,2005,7.0,4.0,2005,7.0,30.0,Extreme temperature,31.0,33.0
758,United States,2005,8.0,18.0,2005,8.0,18.0,Storm,201.0,0.0
759,United States,2005,9.0,23.0,2005,9.0,23.0,Transport accident,17.0,24.0
760,United States,2005,10.0,2.0,2005,10.0,2.0,Transport accident,28.0,21.0
761,United States,2005,12.0,19.0,2005,12.0,19.0,Transport accident,19.0,19.0
762,United States,2006,1.0,2.0,2006,1.0,2.0,Industrial accident,7.0,13.0
763,United States,2006,3.0,11.0,2006,3.0,13.0,Storm,42.0,10.0
764,United States,2006,4.0,6.0,2006,4.0,8.0,Storm,625.0,12.0
765,United States,2006,5.0,11.0,2006,5.0,22.0,Flood,2500.0,2.0
766,United States,2006,6.0,22.0,2006,6.0,25.0,Flood,2400.0,2.0
767,United States,2006,7.0,9.0,2006,7.0,14.0,Wildfire,167.0,1.0
768,United States,2006,8.0,27.0,2006,8.0,27.0,Transport accident,1.0,49.0
769,United States,2006,9.0,22.0,2006,9.0,26.0,Flood,1210.0,14.0
770,United States,2006,10.0,26.0,2006,10.0,27.0,Wildfire,103.0,4.0
771,United States,2006,11.0,26.0,2006,11.0,27.0,Miscellaneous accident,19.0,10.0
772,United States,2006,12.0,14.0,2006,12.0,15.0,Storm,10.0,10.0
773,United States,2007,1.0,15.0,2007,1.0,25.0,Flood,24.0,24.0
774,United States,2007,2.0,23.0,2007,2.0,25.0,Storm,27.0,4.0
775,United States,2007,3.0,7.0,2007,3.0,8.0,Miscellaneous accident,10.0,10.0
776,United States,2007,4.0,24.0,2007,4.0,26.0,Storm,280.0,10.0
777,United States,2007,5.0,24.0,2007,5.0,29.0,Flood,100.0,8.0
778,United States,2007,6.0,24.0,2007,7.0,2.0,Wildfire,768.0,0.0
779,United States,2007,8.0,2.0,2007,8.0,2.0,Miscellaneous accident,60.0,29.0
780,United States,2007,10.0,7.0,2007,10.0,7.0,Transport accident,10.0,10.0
781,United States,2007,11.0,24.0,2007,11.0,27.0,Wildfire,10159.0,0.0
782,United States,2007,12.0,9.0,2007,12.0,11.0,Storm,2.0,24.0
783,United States,2008,1.0,4.0,2008,1.0,9.0,Storm,12.0,12.0
784,United States,2008,2.0,7.0,2008,2.0,7.0,Industrial accident,40.0,13.0
785,United States,2008,4.0,3.0,2008,4.0,3.0,Miscellaneous accident,2.0,10.0
786,United States,2008,5.0,10.0,2008,5.0,12.0,Storm,150.0,22.0
787,United States,2008,7.0,23.0,2008,7.0,23.0,Storm,0.0,0.0
788,United States,2008,8.0,8.0,2008,8.0,8.0,Transport accident,26.0,12.0
789,United States,2008,9.0,13.0,2008,9.0,13.0,Transport accident,135.0,25.0
790,United States,2008,10.0,5.0,2008,10.0,5.0,Transport accident,30.0,10.0
791,United States,2008,11.0,13.0,2008,11.0,18.0,Wildfire,55020.0,0.0
792,United States,2009,1.0,26.0,2009,1.0,28.0,Extreme temperature,58.0,58.0
793,United States,2009,2.0,10.0,2009,2.0,13.0,Storm,50.0,16.0
794,United States,2009,3.0,26.0,2009,3.0,28.0,Storm,25.0,6.0
795,United States,2009,4.0,6.0,2009,4.0,9.0,Flood,1000.0,0.0
796,United States,2009,5.0,13.0,2009,5.0,13.0,Transport accident,16.0,12.0
797,United States,2009,6.0,10.0,2009,6.0,18.0,Storm,2.0,1.0
798,United States,2009,8,4,2009,8,4,Armed Assault,9.0,4.0
799,United States,2009,9.0,20.0,2009,9.0,21.0,Flood,3000.0,9.0
800,United States,2009,7.0,7.0,2009,10.0,27.0,Wildfire,192.0,2.0
801,United States,2009,11.0,9.0,2009,11.0,10.0,Storm,6.0,6.0
802,United States,2009,12.0,23.0,2009,12.0,25.0,Storm,19.0,19.0
803,United States,2010,1.0,10.0,2010,1.0,10.0,Earthquake,630.0,0.0
804,United States,2010,2,18,2010,2,18,Facility/Infrastructure Attack,15.0,2.0
805,United States,2010,3.0,27.0,2010,3.0,31.0,Flood,0.0,0.0
806,United States,2010,4.0,5.0,2010,4.0,5.0,Industrial accident,2.0,27.0
807,United States,2010,5.0,12.0,2010,5.0,16.0,Storm,58.0,5.0
808,United States,2010,6.0,7.0,2010,6.0,7.0,Industrial accident,13.0,13.0
809,United States,2010,9.0,9.0,2010,9.0,9.0,Miscellaneous accident,171.0,8.0
810,United States,2010,12.0,19.0,2010,12.0,19.0,Flood,1000.0,0.0
811,United States,2011,1.0,17.0,2011,1.0,24.0,Storm,10.0,10.0
812,United States,2011,3.0,12.0,2011,3.0,12.0,Transport accident,20.0,14.0
813,United States,2011,4.0,3.0,2011,4.0,5.0,Storm,9.0,9.0
814,United States,2011,5.0,29.0,2011,6.0,23.0,Wildfire,2.0,2.0
815,United States,2011,7.0,19.0,2011,7.0,22.0,Extreme temperature,22.0,22.0
816,United States,2011,8.0,13.0,2011,8.0,14.0,Storm,7.0,7.0
817,United States,2011,9.0,19.0,2011,9.0,19.0,Transport accident,60.0,10.0
818,United States,2011,10.0,29.0,2011,10.0,31.0,Storm,29.0,29.0
819,United States,2011,12.0,20.0,2011,12.0,20.0,Storm,6.0,6.0
820,United States,2012,1.0,18.0,2012,1.0,23.0,Storm,1.0,3.0
821,United States,2012,2.0,28.0,2012,2.0,29.0,Storm,200.0,14.0
822,United States,2012,3.0,2.0,2012,3.0,4.0,Storm,41.0,41.0
823,United States,2012,4.0,28.0,2012,4.0,29.0,Storm,100.0,1.0
824,United States,2012,5.0,25.0,2012,5.0,30.0,Storm,0.0,0.0
825,United States,2012,7.0,2.0,2012,7.0,4.0,Storm,1.0,1.0
826,United States,2012,8.0,3.0,2012,8.0,8.0,Wildfire,1809.0,1.0
827,United States,2012,9.0,7.0,2012,9.0,9.0,Storm,5.0,5.0
828,United States,2012,10.0,28.0,2012,10.0,28.0,Storm,54.0,54.0
829,United States,2012,12.0,25.0,2012,12.0,27.0,Storm,17.0,17.0
830,United States,2013,1.0,29.0,2013,1.0,30.0,Storm,1107.0,3.0
831,United States,2013,2.0,24.0,2013,2.0,25.0,Storm,1.0,1.0
832,United States,2013,3.0,18.0,2013,3.0,19.0,Storm,2.0,2.0
833,United States,2013,4,19,2013,4,19,Hijacking,16.0,2.0
834,United States,2013,5.0,21.0,2013,5.0,21.0,Industrial accident,620.0,15.0
835,United States,2013,7.0,6.0,2013,7.0,6.0,Transport accident,182.0,3.0
836,United States,2013,9.0,9.0,2013,9.0,15.0,Wildfire,225.0,1.0
837,United States,2013,11.0,24.0,2013,11.0,24.0,Storm,14.0,14.0
838,United States,2013,12.0,22.0,2013,12.0,31.0,Flood,5.0,5.0
839,United States,2014,1.0,9.0,2014,1.0,10.0,Industrial accident,169.0,0.0
840,United States,2014,3.0,22.0,2014,3.0,22.0,Landslide,150.0,43.0
841,United States,2014,4.0,30.0,2014,4.0,30.0,Miscellaneous accident,184.0,2.0
842,United States,2014,5,23,2014,5,23,Armed Assault,13.0,4.0
843,United States,2014,6.0,3.0,2014,6.0,6.0,Storm,36.0,2.0
844,United States,2014,7.0,26.0,2014,7.0,27.0,Storm,300.0,0.0
845,United States,2014,8.0,8.0,2014,8.0,10.0,Storm,834.0,1.0
846,United States,2014,10.0,12.0,2014,10.0,14.0,Storm,2.0,2.0
847,United States,2014,11.0,15.0,2014,11.0,19.0,Storm,13.0,13.0
848,United States,2014,12.0,2.0,2014,12.0,5.0,Flood,0.0,0.0
849,United States,2015,1.0,6.0,2015,1.0,11.0,Storm,15.0,15.0
850,United States,2015,2.0,16.0,2015,2.0,22.0,Storm,30.0,30.0
851,United States,2015,3.0,10.0,2015,3.0,10.0,Transport accident,11.0,11.0
852,United States,2015,4.0,7.0,2015,4.0,10.0,Storm,12.0,3.0
853,United States,2015,5.0,20.0,2015,5.0,20.0,Industrial accident,0.0,0.0
854,United States,2015,6.0,3.0,2015,6.0,8.0,Storm,0.0,0.0
855,United States,2015,8.0,2.0,2015,8.0,4.0,Storm,40.0,4.0
856,United States,2015,9.0,9.0,2015,9.0,14.0,Wildfire,1425.0,3.0
857,United States,2015,10,1,2015,10,1,Hostage Taking (Barricade Incident),7.0,10.0
858,United States,2015,12.0,26.0,2015,12.0,30.0,Storm,60.0,50.0
859,United States,2016,1.0,6.0,2016,1.0,6.0,Industrial accident,0.0,0.0
860,United States,2016,2.0,22.0,2016,2.0,25.0,Storm,12.0,10.0
861,United States,2016,3.0,8.0,2016,3.0,13.0,Flood,5.0,5.0
862,United States,2016,5.0,21.0,2016,5.0,28.0,Storm,12.0,9.0
863,United States,2016,6,12,2016,6,12,Hostage Taking (Barricade Incident),53.0,50.0
864,United States,2016,7,7,2016,7,7,Armed Assault,4.0,1.0
865,United States,2016,8.0,9.0,2016,8.0,16.0,Flood,70000.0,13.0
866,United States,2016,9,16,2016,9,16,Armed Assault,5.0,2.0
867,United States,2016,10.0,23.0,2016,10.0,23.0,Transport accident,31.0,13.0
868,United States,2016,11.0,7.0,2016,11.0,7.0,Earthquake,120.0,0.0
869,United States,2016,12.0,2.0,2016,12.0,2.0,Miscellaneous accident,2.0,36.0
870,United States,2017,1.0,4.0,2017,1.0,4.0,Transport accident,103.0,0.0
871,United States,2017,2.0,22.0,2017,2.0,22.0,Flood,300.0,0.0
872,United States,2016,4.0,24.0,2017,4.0,28.0,Storm,19.0,6.0
873,United States,2017,5.0,9.0,2017,5.0,11.0,Storm,0.0,0.0
874,United States,2017,7.0,10.0,2017,7.0,10.0,Transport accident,16.0,16.0
875,United States,2017,8,12,2017,8,12,Unarmed Assault,28.0,1.0
876,United States,2017,9.0,26.0,2017,9.0,27.0,Storm,4.0,4.0
877,United States,2017,10,31,2017,10,31,Unarmed Assault,13.0,8.0
878,United States,2017,11.0,20.0,2017,11.0,20.0,Industrial accident,125.0,1.0
879,United States,2017,12,22,2017,12,22,Armed Assault,1.0,1.0
880,United States,2018,1.0,21.0,2018,1.0,24.0,Storm,10.0,10.0
881,United States,2018,3.0,1.0,2018,3.0,3.0,Storm,9.0,9.0
882,United States,2018,4.0,13.0,2018,4.0,15.0,Storm,3.0,3.0
883,United States,2018,5,18,2018,5,18,Armed Assault,14.0,10.0
884,United States,2018,7.0,19.0,2018,7.0,19.0,Transport accident,17.0,17.0
885,United States,2018,8.0,6.0,2018,8.0,7.0,Storm,18.0,0.0
886,United States,2018,9.0,3.0,2018,9.0,11.0,Flood,2.0,2.0
887,United States,2018,10.0,6.0,2018,10.0,6.0,Transport accident,20.0,20.0
888,United States,2018,11.0,8.0,2018,11.0,21.0,Wildfire,3.0,2.0
889,United States,2018,12.0,26.0,2018,12.0,28.0,Storm,2.0,2.0
890,United States,2019,1.0,11.0,2019,1.0,15.0,Storm,57.0,13.0
891,United States,2019,3.0,3.0,2019,3.0,4.0,Storm,90.0,28.0
892,United States,2019,4.0,24.0,2019,4.0,26.0,Storm,5.0,5.0
893,United States,2019,5.0,23.0,2019,5.0,31.0,Storm,150.0,3.0
894,United States,2019,6.0,6.0,2019,6.0,9.0,Flood,600.0,3.0
895,United States,2019,7,28,2019,7,28,Armed Assault,17.0,4.0
896,United States,2019,8,4,2019,8,4,Armed Assault,27.0,10.0
897,United States,2019,9.0,2.0,2019,9.0,2.0,Transport accident,67.0,67.0
898,United States,2019,10.0,26.0,2019,10.0,31.0,Wildfire,662.0,0.0
899,United States,2019,12,10,2019,12,10,Armed Assault,3.0,5.0
900,United States,2020,1.0,10.0,2020,1.0,12.0,Storm,10.0,10.0
901,United States,2020,2.0,10.0,2020,2.0,17.0,Flood,3000.0,0.0
902,United States,2020,3.0,27.0,2020,3.0,28.0,Storm,0.0,0.0
903,United States,2020,4.0,21.0,2020,4.0,24.0,Storm,31.0,3.0
904,United States,2020,5.0,27.0,2020,5.0,27.0,Storm,0.0,0.0
905,United States,2020,6.0,7.0,2020,6.0,7.0,Storm,1.0,1.0
906,United States,2020,7.0,31.0,2020,8.0,2.0,Storm,16.0,16.0
907,United States,2020,9.0,11.0,2020,9.0,18.0,Storm,8.0,8.0
908,United States,2020,10.0,24.0,2020,10.0,30.0,Storm,6.0,6.0
909,United States,2020,11.0,8.0,2020,11.0,12.0,Storm,12.0,12.0
