Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2016-0477-USA,2016,477,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,,,,,Kph,,,,,2016,11.0,26.0,2016,12.0,1.0,8.0,33.0,,,33.0,,,200000.0,215670.0,275000.0,296546.0,92.73447917,1,3214;3224;3232;3238;3247;3254;3256,,"Alabama, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee (Adm1)."
2016-0550-USA,2016,550,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,,,,,,Kph,,,,,2016,4.0,24.0,2017,4.0,28.0,6.0,19.0,,,19.0,,,800000.0,862678.0,,,92.73447917,1,3227;3228;3230;3231;3239;3241;3249;3250;3257,,"Illinois, Indiana, Kansas, Kentucky, Missouri, Nebraska, Ohio, Oklahoma, Texas (Adm1)."
2016-0264-USA,2016,264,,Natural,Climatological,Wildfire,Forest fire,,Sand Fire,United States of America (the),USA,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,,,,,,,Km2,,,,,2016,7.0,24.0,2016,8.0,1.0,2.0,,420.0,,420.0,,,,,50000.0,53917.0,92.73447917,2,,28883;28902,"Los Angeles, San Francisco (Adm2)."
2016-0463-USA,2016,463,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,,,,,,,Km2,,,,,2016,11.0,,2016,12.0,31.0,14.0,191.0,,6383.0,6574.0,,,600000.0,647009.0,1200000.0,1294017.0,92.73447917,2,,31182,Sevier (Adm2).
2017-0136-USA,2017,136,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,Storm,Hail,,,,,,Km2,,,,"Mississippi river, Black River, White River, Illinois River, Big Muddy River, Meramec River, St. Francis River, Gasconade River",2017,4.0,28.0,2017,5.0,1.0,20.0,70.0,,,70.0,,,800000.0,844685.0,1700000.0,1794956.0,94.70984073,1;2,3214;3228;3238;3249;3252;3256;3262,28800;28806;28836;29323;29326;29328;29330;29355;29615;29763;29824;30258;30847;31433,"Alabama, Indiana, Mississippi, Ohio, Pennsylvania, Tennessee, West Virginia (Adm1). Clay, Crawford, Labette, Lawrence, Le Flore, Logan, Macoupin, Marion, Mississippi, Morehouse, Oldham, Sangamon, St. Charles, Van Zandt (Adm2)."
2017-0542-USA,2017,542,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",,Transport accident,Cold wave,,,Yes,,,Kph,,,,,2017,12.0,31.0,2018,1.0,5.0,22.0,,,,,,,750000.0,791892.0,1100000.0,1161442.0,94.70984073,1,3224;3234;3235;3236;3238;3239;3244;3246;3247;3257;3260,,"Georgia, Maryland, Massachusetts, Michigan, Mississippi, Missouri, New Jersey, New York, North Carolina, Texas, Virginia (Adm1)."
2017-0070-USA,2017,70,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",,Hail,Lightening,,,,,,Kph,,,,,2017,2.0,27.0,2017,3.0,2.0,4.0,12.0,600.0,,612.0,,,1400000.0,1478199.0,1900000.0,2006127.0,94.70984073,1,3214;3217;3224;3227;3228;3229;3231;3236;3239;3247;3249;3254;3256;3260;3262,,"Alabama, Arkansas, Georgia, Illinois, Indiana, Iowa, Kentucky, Michigan, Missouri, North Carolina, Ohio, South Carolina, Tennessee, Virginia, West Virginia (Adm1)."
2017-0434-USA,2017,434,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,"Tubbs, Atlas, Nuns Fires",United States of America (the),USA,Northern America,Americas,"Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)",,,,,,,,,Km2,,,,,2017,6.0,1.0,2017,12.0,31.0,43.0,185.0,,9000.0,9185.0,,,9600000.0,10136222.0,13000000.0,13726134.0,94.70984073,2,,28868;28869;28876;28881;28887;28892;28893;28894;28912;28913;28922,"Butte, Calaveras, Humboldt, Lake, Mendocino, Napa, Nevada, Orange, Solano, Sonoma, Yuba (Adm2)."
2017-9550-USA,2017,9550,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,"Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana.",,,,,,,,,Km2,,,,,2017,3.0,1.0,2017,12.0,31.0,,,,,,,,1900000.0,2006127.0,2500000.0,2639641.0,94.70984073,1,3216;3218;3219;3226;3229;3236;3237;3240;3242;3243;3245;3248;3251;3255;3258;3261;3263;3264,,"Arizona, California, Colorado, Idaho, Iowa, Michigan, Minnesota, Montana, Nevada, New Hampshire, New Mexico, North Dakota, Oregon, South Dakota, Utah, Washington, Wisconsin, Wyoming (Adm1)."
2018-0258-USA,2018,258,,Natural,Climatological,Wildfire,Forest fire,,Carr and Mendocino Complex fires,United States of America (the),USA,Northern America,Americas,"Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)",,Pollution,,,,,,,Km2,,,,,2018,7.0,27.0,2018,8.0,31.0,14.0,,,3237.0,3237.0,,,,,1000000.0,1030682.0,97.02312922,2,,28870;28875;28881;28887;28909;28917,"Colusa, Glenn, Lake, Mendocino, Shasta, Trinity (Adm2)."
2018-0409-USA,2018,409,,Natural,Climatological,Wildfire,Forest fire,,Camp Fire,United States of America (the),USA,Northern America,Americas,Butte county (North California),,,,,,Yes,,,Km2,,,,,2018,6.0,1.0,2018,12.0,31.0,88.0,,250000.0,,250000.0,,,12500000.0,12883526.0,16500000.0,17006254.0,97.02312922,2,,28868,Butte (Adm2).
2018-9476-USA,2018,9476,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,Nationwide,,,,,,,,,Km2,,,,,2018,1.0,,2018,12.0,,,,,,,,,,,3000000.0,3092046.0,97.02312922,1,3214;3216;3217;3218;3219;3220;3221;3222;3223;3224;3225;3226;3227;3228;3229;3230;3231;3232;3233;3234;3235;3236;3237;3238;3239;3240;3241;3242;3243;3244;3245;3246;3247;3248;3249;3250;3251;3252;3253;3254;3255;3256;3257;3258;3259;3260;3261;3262;3263;3264,,"Alabama, Arizona, Arkansas, California, Colorado, Connecticut, Delaware, District of Columbia, Florida, Georgia, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia, Washington, West Virginia, Wisconsin, Wyoming (Adm1)."
2019-0086-USA,2019,86,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Amador, Glenn, Lake, Mendocino, Sonoma, Humboldt counties (California)",Heavy rain,Storm,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,,2019,2.0,25.0,2019,3.0,1.0,1.0,,6000.0,,6000.0,,,,,,,98.78144827,2,,28867;28875;28876;28881;28887;28913,"Amador, Glenn, Humboldt, Lake, Mendocino, Sonoma (Adm2)."
2019-0090-USA,2019,90,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,Northern California,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,2.0,26.0,2019,3.0,4.0,1.0,,8000.0,,8000.0,,,,,,,98.78144827,1,3218,,California (Adm1).
2019-0593-USA,2019,593,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Pacific Northwest, Rockies, Northern Plains, Upper Midwest, and the Northeast",,Cold wave,,,,,,,Kph,,,,,2019,11.0,27.0,2019,12.0,3.0,10.0,,,,,,,,,,,98.78144827,1,3218;3219;3220;3226;3229;3233;3235;3236;3237;3240;3243;3244;3246;3248;3251;3252;3253;3255;3258;3259;3261;3263;3264,,"California, Colorado, Connecticut, Idaho, Iowa, Maine, Massachusetts, Michigan, Minnesota, Montana, New Hampshire, New Jersey, New York, North Dakota, Oregon, Pennsylvania, Rhode Island, South Dakota, Utah, Vermont, Washington, Wisconsin, Wyoming (Adm1)."
2019-0412-USA,2019,412,TC-2019-000099,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Dorian',United States of America (the),USA,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia",,Flood,,,,,,150.0,Kph,,,,,2019,8.0,28.0,2019,9.0,6.0,10.0,,,,,,,,,1600000.0,1619737.0,98.78144827,1,3223;3224;3247;3254;3260,,"Florida, Georgia, North Carolina, South Carolina, Virginia (Adm1)."
2020-9585-USA,2020,9585,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,West and central states,,Heat wave,,,,,,,Km2,,,,,2020,1.0,,2020,12.0,,45.0,,,,,,,,,4500000.0,4500000.0,100.0,1,3214;3215;3216;3217;3218;3219;3225;3226;3227;3228;3229;3230;3231;3232;3236;3237;3238;3239;3240;3241;3242;3245;3248;3249;3250;3251;3255;3256;3257;3258;3261;3262;3263;3264,,"Alabama, Alaska, Arizona, Arkansas, California, Colorado, Hawaii, Idaho, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Michigan, Minnesota, Mississippi, Missouri, Montana, Nebraska, Nevada, New Mexico, North Dakota, Ohio, Oklahoma, Oregon, South Dakota, Tennessee, Texas, Utah, Washington, West Virginia, Wisconsin, Wyoming (Adm1)."
2020-0312-USA,2020,312,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Isaias',United States of America (the),USA,Northern America,Americas,"North Carolina, South Carolina, New York, Maryland, Delaware, New Jersey, Connecticut, Florida, Virginia, Pennsylvania, New Hampshire",,,,,,,,,Kph,,,,,2020,7.0,31.0,2020,8.0,2.0,16.0,,,,,,,,,4800000.0,4800000.0,100.0,1,3220;3221;3223;3234;3243;3244;3246;3247;3252;3254;3260,,"Connecticut, Delaware, Florida, Maryland, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, South Carolina, Virginia (Adm1)."
2020-0441-USA,2020,441,,Natural,Climatological,Wildfire,Forest fire,,August Complex fire,United States of America (the),USA,Northern America,Americas,"Californie, Washington, Oregon, Colorado",,,,,,,,,Km2,,,,,2020,8.0,16.0,2020,10.0,1.0,32.0,,,,,,,7500000.0,7500000.0,11000000.0,11000000.0,100.0,1,3218;3219;3251;3261,,"California, Colorado, Oregon, Washington (Adm1)."
