Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2005-0409-IND,2005,409,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",Monsoon rain,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,Yes,,,12.0,35550.0,Km2,,,,"Ghawanda, Koyna, Kal, Savitira, Karad, Pawana, Mithi, Mitha and Mula",2005,7.0,24.0,2005,8.0,5.0,1200.0,55.0,20000000.0,,20000055.0,,,844000.0,1118515.0,3330000.0,4413098.0,75.45719958,1,1490;1491;1493;1494;1498;1504;40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431;70079,,"Goa, Gujarat, Himachal Pradesh, Jammu and Kashmir (Administrative unit not available), Karnataka, Madhya Pradesh, Maharashtra, Orissa (Adm1)."
2005-0504-IND,2005,504,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Karnataka, Andhra Pradesh provinces",Monsoonal rain,Broken Dam/Burst bank,,,,,,619200.0,Km2,,,,Krishna and Godavari and tributaries,2005,7.0,23.0,2005,8.0,16.0,126.0,,100000.0,,100000.0,,,,,,,75.45719958,1,1485;1494,,"Andhra Pradesh, Karnataka (Adm1)."
2005-0603-IND,2005,603,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",Heavy rains,Broken Dam/Burst bank,,,,,,53200.0,Km2,,,,"Vishwamitri, Tapi",2005,9.0,22.0,2005,10.0,11.0,15.0,,,,,,,,,,,75.45719958,2,,17639;17649;17652;70126;70128,"Bhavnagar, Narmada, Panch Mahals, Surat, Vadodara (Adm2)."
2005-0335-IND,2005,335,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",Heavy rains,,,,,,,,Km2,,,,"Vishwamitry, Purnea, Auranga, Wanki, Ambika, Kaveri, Kharera",2005,6.0,28.0,2005,7.0,15.0,239.0,,405000.0,,405000.0,,,156000.0,206740.0,2300000.0,3048086.0,75.45719958,2,,17635;17636;17638;17639;17640;17641;17642;17644;17647;17648;17649;17650;17651;17652;17653;70124;70126;70127,"Ahmadabad, Amreli, Anand, Bharuch, Bhavnagar, Gandhinagar, Jamnagar, Junagadh, Kheda, Narmada, Navsari, Rajkot, Sabar Kantha, Surat, Surendranagar, The Dangs, Vadodara, Valsad (Adm2)."
2005-0627-IND,2005,627,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",Monsoonal rain,,,,,,,131300.0,Km2,,,,"Cauvery, Coleroon, Palar, Pennar, Papaghni, Nagavali, Vamsadhara, Bhavani",2005,10.0,23.0,2005,11.0,13.0,162.0,,2000000.0,,2000000.0,,,,,,,75.45719958,1;2,1504;1511,17549;17550;17561;17565;17566;17567;17692;17868;17870;17875;17879;17883;70158;70159;70226;70242;70243;70245;70246;70247;70248;70249;70254;70255,"Orissa, West Bengal (Adm1). Bangalore Rural, Bangalore Urban, Chennai, Chittoor, Cuddalore, Cuddapah, Dharmapuri, Erode, Kanniyakumari, Karaikal, Karur, Madurai, Mysore, Nagapattinam, Namakkal, Nellore, Perambalur, Salem, Srikakulam, Tiruchchirappalli, Vellore, Villupuram, Vishakhapatnam, Vizianagaram (Adm2)."
2005-0746-IND,2005,746,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",Mosnoon rain,,,,,,,,Km2,,,,"Chenab, Ravi, Beas, Pabbar, Tawi, Ujh",2005,7.0,5.0,2005,8.0,14.0,10.0,,2000.0,,2000.0,,,,,,,75.45719958,1,1492;1493;1505;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431,,"Haryana, Himachal Pradesh, Jammu and Kashmir (Administrative unit not available), Punjab (Adm1)."
2005-0701-IND,2005,701,,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Punjab, Haryana, Himachal Pradesh, Delhi, Bihar, Rajasthan, Jammu and Kashmir provinces",,,,,,,,2.0,°C,,,,,2005,12.0,,2006,1.0,,180.0,,,,,,,,,,,75.45719958,1,1489;1492;1493;1505;1506;40408;40409;40422;40423;40424;40425;40426;40427;40428;40429;40430;40431;70073;70081,,"Bihar, Delhi, Haryana, Himachal Pradesh, Jammu and Kashmir (Administrative unit not available), Punjab, Rajasthan, Uttar Pradesh (Adm1)."
2005-0268-IND,2005,268,,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,India,IND,Southern Asia,Asia,"Delhi, Haryana, Chandigarh, Uttar Pradesh, Uttaranchal",,,,,No,No,,12000.0,Vaccinated,,,,,2005,5.0,18.0,2005,6.0,21.0,48.0,,405.0,,405.0,,,,,,,75.45719958,,,,
2005-0479-IND,2005,479,,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,India,IND,Southern Asia,Asia,"Uttar Pradesh, Bihar",,,,,No,No,,300000.0,Vaccinated,,,,,2005,7.0,29.0,2005,9.0,13.0,296.0,,939.0,,939.0,,,,,,,75.45719958,,,,
2005-0631-IND,2005,631,,Natural,Biological,Epidemic,Viral disease,,Japanese encephalitis,India,IND,Southern Asia,Asia,Uttar Pradesh and Bihar states,,,,,No,No,,,Vaccinated,,,,,2005,7.0,1.0,2005,11.0,10.0,296.0,,1145.0,,1145.0,,,,,,,75.45719958,,,,
2005-0754-IND,2005,754,,Natural,Biological,Epidemic,Viral disease,,Chikungunya virus disease,India,IND,Southern Asia,Asia,"Andhra Prasdesh, Maharashtra, Karnataka states",,,,,No,No,,,Vaccinated,,,,,2005,12.0,,2006,4.0,,,,153324.0,,153324.0,,,,,,,75.45719958,,,,
2006-0548-IND,2006,548,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rai,"Slide (land, mud, snow, rock)",,,,,,,Km2,32.89,73.88,,"Jhelum, Sutlej, Lidder, Chenab, Tavi, Tawi, Munnawar Tawi",2006,8.0,31.0,2006,9.0,11.0,19.0,,15000.0,,15000.0,,,,,,,77.89139999,1,40422;40423;40424;40425;40426;40427;40428;40429;40430;40431,,Jammu and Kashmir (Administrative unit not available) (Adm1).
2006-0417-IND,2006,417,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,4474.0,165400.0,Km2,20.19,73.82,,"Narmada, Pooma, Puma, Ambika",2006,7.0,28.0,2006,9.0,12.0,350.0,65.0,,4000000.0,4000065.0,,,407000.0,522522.0,3390000.0,4352213.0,77.89139999,1,1485;1491;1494;1498;1504;1506;70075;70079,,"Andhra Pradesh, Chhattisgarh, Gujarat, Karnataka, Madhya Pradesh, Maharashtra, Orissa, Rajasthan (Adm1)."
2006-0510-IND,2006,510,,Natural,Meteorological,Storm,Tropical cyclone,,,India,IND,Southern Asia,Asia,"Andhra Pradesh, West Bengal, Bihar provinces",Monsoonal rain,Flood,,,,,,,Kph,19.73,83.75,,,2006,9.0,18.0,2006,10.0,5.0,114.0,300.0,,150000.0,150300.0,,,,,,,77.89139999,1,1485;1511;70073,,"Andhra Pradesh, Bihar, West Bengal (Adm1)."
2006-0262-IND,2006,262,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Assam, Tripura provinces",Monsoonal rain,,,,,,,47020.0,Km2,26.6,94.02,,Brahmaputra and tributaries,2006,5.0,31.0,2006,7.0,24.0,21.0,,504000.0,,504000.0,,,,,,,77.89139999,1,1487;1509,,"Assam, Tripura (Adm1)."
2006-0263-IND,2006,263,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Kerala province,Monsoonal rain,,,,,,,42690.0,Km2,10.54,76.05,,,2006,5.0,25.0,2006,6.0,2.0,32.0,,10800.0,,10800.0,,,,,,,77.89139999,1,1495,,Kerala (Adm1).
2006-0265-IND,2006,265,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Maharashtra, Gujarat provinces",Monsoonal rain,,,,,,,395400.0,Km2,18.73,75.23,,,2006,5.0,31.0,2006,6.0,4.0,41.0,,,,,,,,,,,77.89139999,1,1491;1498,,"Gujarat, Maharashtra (Adm1)."
2006-0389-IND,2006,389,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,Jammu and Kashmir provinces,Monsoonal rain,,,,,,,,Km2,34.61,73.2,,"Jelum, Chenab",2006,7.0,24.0,2006,8.0,22.0,15.0,,800.0,,800.0,,,,,,,77.89139999,1,40422;40423;40424;40425;40426;40427;40428;40429;40430;40431,,Jammu and Kashmir (Administrative unit not available) (Adm1).
2006-0469-IND,2006,469,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",Monsoonal rain,,,,,,,,Km2,,,,,2006,8.0,18.0,2006,9.0,2.0,135.0,,20000.0,,20000.0,,,,,,,77.89139999,2,,17837;17848;17853;17860,"Barmer, Jaisalmer, Kota, Udaipur (Adm2)."
2006-0549-IND,2006,549,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",Monsoonal rain,,,,,,,32700.0,Km2,27.59,81.52,,"Rapti, Ghaghra, SAryu",2006,8.0,29.0,2006,9.0,4.0,42.0,,100000.0,,100000.0,,,,,,,77.89139999,2,,17893;17896;17913;17921;70261;70277,"Bahraich, Balrampur, Bara Banki, Gonda, Lakhimpur Kheri, Shravasti (Adm2)."
2006-0601-IND,2006,601,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Tamil Nadu, Andhra Pradesh provinces",Monsoonal rain and Cyclonic storm Ogni,,,,,,,40090.0,Km2,14.13,79.93,,"Godavari, Krishna deltas",2006,10.0,26.0,2006,11.0,4.0,47.0,,225000.0,,225000.0,,,,,,,77.89139999,1,1485;1508,,"Andhra Pradesh, Tamil Nadu (Adm1)."
2006-0712-IND,2006,712,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Orissa, Andhra Pradesh, Chhattisgarh provinces",Monsoonal rain,,,,,,,302800.0,Km2,18.1,81.53,,,2006,8.0,1.0,2006,9.0,10.0,185.0,,2000000.0,,2000000.0,,,,,,,77.89139999,1,1485;1504;70075,,"Andhra Pradesh, Chhattisgarh, Orissa (Adm1)."
2007-0250-IND,2007,250,,Natural,Hydrological,Flood,Flash flood,,,India,IND,Southern Asia,Asia,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",Monsoonal rain and tropical cyclone,"Slide (land, mud, snow, rock)",,,,,,449300.0,Km2,14.94,78.16,,"Krishna, Godavari and tributaries",2007,6.0,22.0,2007,7.0,4.0,127.0,,200000.0,,200000.0,,,,,,,80.11339326,2,,17548;17550;17551;17552;17557;17558;17563;17569;17679;17682;17688;17689;17692;17708;17776;70157;70184,"Anantapur, Bagalkot, Belgaum, Bijapur, Cuddapah, East Godavari, Guntur, Hassan, Kodagu, Kurnool, Mahbubnagar, Mumbai city, Mysore, Prakasam, Pune, Thrissur, West Godavari (Adm2)."
2007-0467-IND,2007,467,,Natural,Hydrological,Flood,Coastal flood,,,India,IND,Southern Asia,Asia,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",Tropical depression in Bay of Bengal,,,,,,,72010.0,Km2,20.91,86.4,,"Brahmani, Baitarani, Burhabalang, Budhabalanga, Suvarnarekha, Kalo, Sunei, Jalaka, Kansabansha (Orissa), Hugli, Kangsabati, Keleghai, Silabati, Subarnarekha, Dulung, Bhagirathihad, Bhagirathiis, Bhagirati (West Be,gal",2007,9.0,22.0,2007,10.0,3.0,80.0,,7200000.0,,7200000.0,,,,,275000.0,343263.0,80.11339326,2,,17809;17816;17818;17950;70207;70209;70214;70215;70217;70218;70219;70291;70292;70294;70296,"Baleshwar, Bhadrak, Cuttack, East Midnapore, Hugli, Jagatsinghpur, Jajpur, Kandhamal, Kendrapara, Khordha, Kolkata, Mayurbhanj, Puri, South 24 Parganas, West Midnapore (Adm2)."
2007-0240-IND,2007,240,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",Monsoonal rain,,,,,,,74000.0,Km2,20.05,81.86,,Mahanadi and tributaries,2007,6.0,30.0,2007,7.0,13.0,29.0,,50000.0,,50000.0,,,,,,,80.11339326,2,,17724;70106;70115;70116,"Bilaspur, Durg, Mahasamund, Raipur (Adm2)."
2007-0311-IND,2007,311,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",Monsoonal rain,,,,,,,,Km2,23.92,91.23,,,2007,7.0,21.0,2007,8.0,3.0,,,,,,,,,,,,80.11339326,2,,17886;17887,"South Tripura, West Tripura (Adm2)."
2007-0320-IND,2007,320,FL-2007-000096,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",Monsoonal rain,,,,,,,483900.0,Km2,22.63,88.49,,"Ganga, Brahmaputra, Meghana rivers",2007,7.0,3.0,2007,9.0,22.0,1103.0,,18700000.0,,18700000.0,,,,,,,80.11339326,1,1487;1504;1511;70073;70081,,"Assam, Bihar, Orissa, Uttar Pradesh, West Bengal (Adm1)."
2007-0469-IND,2007,469,,Natural,Hydrological,Flood,Riverine flood,,,India,IND,Southern Asia,Asia,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",Monsoonal rain,,,,,,,90280.0,Km2,15.71,79.88,,"Tungabhadra, Pennar, Hundri, Kundu",2007,9.0,16.0,2007,10.0,7.0,94.0,,20000.0,,20000.0,,,,,,,80.11339326,2,,17548;17550;17554;17556;17557;17558;17560;17561;17568;70163,"Anantapur, Cuddapah, Gadag, Karimnagar, Krishna, Kurnool, Mahbubnagar, Nalgonda, Nellore, Warangal (Adm2)."
